date,debate,speaker,speaker_id,house,parliament,context,speech_url
1917-08-08,QUESTION: INTERNEES: ENEMY ALIENS,Senator FOLL,JZD,senate,7,Are enemy **aliens** still allowed to carry on business in the various commercial centres of the,https://historichansard.net/senate/1917/19170808_SENATE_7_82/#subdebate-7-0-s0
1917-08-08,NATURALIZATION BILL,Mr GLYNN,KCO,hofreps,7," shall cease to be British subjects and such persons shall thereupon become **aliens**, but save as in",https://historichansard.net/hofreps/1917/19170808_reps_7_82/#debate-26-s0
1917-08-01,QUESTION: ENEMY ALIENS,Senator PRATTEN,K1J,senate,7, the Federal and State Governments should take further action in regard to enemy **aliens** in our midst,https://historichansard.net/senate/1917/19170801_SENATE_7_82/#subdebate-2-0-s0
1917-08-24,QUESTION: ENEMY ALIENS,The PRESIDENT (Senator the Hon T Givens,KLS,senate,7, general statement as to the action taken  by  the various Departments on matters affecting enemy  **aliens**,https://historichansard.net/senate/1917/19170824_SENATE_7_82/#subdebate-2-0-s2
1917-08-17,NATURALIZATION BILL: Second Reading,Senator MILLEN,KUL,senate,7, shall be done with the property of **aliens**. When a person ceases to be one of ourselves by reason of,https://historichansard.net/senate/1917/19170817_SENATE_7_82/#subdebate-6-0-s32
1920-11-18,ALIENS REGISTRATION BILL,Senator PRATTEN,K1J,senate,8," owner to deal with his own ship, pending the official completion of the registration of **aliens** on",https://historichansard.net/senate/1920/19201118_senate_8_94/#debate-13-s1
1920-11-18,ALIENS REGISTRATION BILL,Senator RUSSELL,K3E,senate,8," oversea vessel before the registration of the **aliens** on board, should be guilty of an offence",https://historichansard.net/senate/1920/19201118_senate_8_94/#debate-13-s0
1921-07-15,QUESTION: OLD-AGE PENSIONS AND MATERNITY ALLOWANCE,Sir JOSEPH COOK,F4S,hofreps,8, disqualification of **aliens** for old-age pensions and maternity allowances. I am now prepared with the following,https://historichansard.net/hofreps/1921/19210715_reps_8_96/#subdebate-6-0-s0
1920-10-28,NATIONALITY BILL: Second Reading,Mr GABB,K0A,hofreps,8,", or another British Possession, apply to all **aliens**, or is the present system of differentiation to",https://historichansard.net/hofreps/1920/19201028_reps_8_94/#subdebate-14-0-s6
1919-08-20,IMMIGRATION BILL: Second Reading,Mr GLYNN,KCO,hofreps,7," come in as the chief matters to be considered. Speaking generally, **aliens** have no right to land in",https://historichansard.net/hofreps/1919/19190820_reps_7_89/#subdebate-41-0-s0
1919-08-07,QUESTION: PUBLIC SERVICE,Senator BARNES,K1L,senate,7," of the report of  Mr. Barnet,  the Royal Commissioner appointed to inquire as to **aliens** in the",https://historichansard.net/senate/1919/19190807_senate_7_89/#subdebate-1-0-s0
1919-08-07,QUESTION: ENEMY ALIENS,Mr WATT,KXG,hofreps,7," into the question of internees and enemy **aliens** generally, and also the determinanations of the",https://historichansard.net/hofreps/1919/19190807_reps_7_89/#subdebate-12-0-s1
1919-08-15,QUESTION: DEPORTATIONS,Mr HIGGS,KHE,hofreps,7," of the House a circular-letter issued to the wives of enemy **aliens**, to this effect - ",https://historichansard.net/hofreps/1919/19190815_reps_7_89/#subdebate-10-0-s0
1918-11-27,WAR PRECAUTIONS BILL: Second Reading,Mr J H CATTS,JWO,hofreps,7,To control **aliens**. ,https://historichansard.net/hofreps/1918/19181127_reps_7_87/#subdebate-38-0-s4
1918-11-27,WAR PRECAUTIONS BILL: Second Reading,Mr SPEAKER,10000,hofreps,7," public works, and to deal effectively with **aliens**, and, in certain circumstances, with naturalized",https://historichansard.net/hofreps/1918/19181127_reps_7_87/#subdebate-38-0-s1
1918-12-20,PUBLIC SERVICE BILL (No. 3.): Second Reading,Mr BRENNAN,JSC,hofreps,7,There is nothing in the clause specially applicable to **aliens**. ,https://historichansard.net/hofreps/1918/19181220_reps_7_88/#subdebate-54-0-s4
1918-12-20,PUBLIC SERVICE BILL (No. 3.): Second Reading,Mr TUDOR,KWL,hofreps,7,",  a stipendiary magistrate, was appointed a Royal Commission to inquire as to the employment of **aliens**",https://historichansard.net/hofreps/1918/19181220_reps_7_88/#subdebate-54-0-s1
1919-07-23,COMMERCIAL ACTIVITIES BILL: Second Reading,Mr FOWLER,JWG,hofreps,7," price of' fish, but the controllers of the. trade*, a handful- of **aliens**, simply go- on absolutely",https://historichansard.net/hofreps/1919/19190723_reps_7_88/#subdebate-49-0-s0
1933-11-16,INDIA,Mr FRANCIS,JWT,hofreps,13,". **Aliens** have been coming into that part of Australia contrary to the law; but, if such a thing",https://historichansard.net/hofreps/1933/19331116_reps_13_142/#debate-38-s0
1935-12-05,SUGAR AGREEMENT BILL 1935.,Senator ALLAN MACDONALD,KS7,senate,14,  Senator ALLAN MacDONALD.That is so. I must admit my astonishment at the comparatively few **aliens**,https://historichansard.net/senate/1935/19351205_senate_14_148/#debate-9-s10
1933-11-14,ANSWERS TO QUESTIONS: Value of Exports,Mr Perkins,KXY,hofreps,13,"Total number of **aliens** naturalized during period 1st .January. 1923, to 3Ut October. 1933, is",https://historichansard.net/hofreps/1933/19331114_reps_13_142/#subdebate-22-0-s2
1934-08-01,STATUTE LAW REVISION BILL 1934: Second Reading,Mr SPEAKER (Hon Or H Mackay,KIT,hofreps,13, acts that are to be amended. One enactment is the **Aliens** Registration Act 1920. According to a,https://historichansard.net/hofreps/1934/19340801_reps_13_144/#subdebate-44-0-s1
1934-07-27,NATIONALITY BILL 1934: Second Reading,Senator Sir GEORGE PEARCE,K0F,senate,13, Commonwealth nationality law is based on the British Nationality and Status of **Aliens** Act of 1914. All the,https://historichansard.net/senate/1934/19340727_senate_13_144/#subdebate-14-0-s0
1923-07-27,NATIONALITY BILL: Second Reading,Mr GROOM,KFK,hofreps,9,". Prior to the passage of the British Nationality and Status of **Aliens** Act 1914, children of the first",https://historichansard.net/hofreps/1923/19230727_reps_9_104/#subdebate-11-0-s0
1923-07-26,IMMIGRATION BILL,Senator PEARCE,K0F,senate,9, of issue. A visa is a great safeguard against the migration of undesirable **aliens** to Australia. We,https://historichansard.net/senate/1923/19230726_senate_9_104/#debate-4-s0
1927-10-05,SUPPLY BILL (No. 2) 1927-28: First Reading,Senator Sir WILLIAM GLASGOW,KLU,senate,10,[10.19].  -  A great deal of undue publicity has been given to the migration of **aliens** to Australia,https://historichansard.net/senate/1927/19271005_senate_10_116/#subdebate-12-0-s3
1927-10-05,SUPPLY BILL (No. 2) 1927-28: First Reading,Senator NEEDHAM,JXJ,senate,10," Australia, the Honorable J. M. Drew, there are 132 insane **aliens** in the Western Australian Hospitals for the",https://historichansard.net/senate/1927/19271005_senate_10_116/#subdebate-12-0-s0
1932-05-03,IMMIGRATION BILL,Senator DUNCAN-HUGHES,JY7,senate,13, paragraph  ge  of the principal act should no longer be referred to as orohibited **aliens**. ,https://historichansard.net/senate/1932/19320503_senate_13_134/#debate-7-s3
1910-08-16,QUESTION: DEPORTATION OF CRIMINAL ALIENS,Mr FOWLER,JWG,hofreps,4, Restriction Act with regard to the deportation of **aliens** convicted of criminal offences in,https://historichansard.net/hofreps/1910/19100816_reps_4_56/#subdebate-5-0-s0
1923-07-12,IMMIGRATION BILL: Second Reading,Senator PEARCE,K0F,senate,9," **aliens** to Australia. If we dispensed with the British vise, the opportunity might be taken in some",https://historichansard.net/senate/1923/19230712_senate_9_103/#subdebate-19-0-s0
1911-12-19,QUESTION: ESTIMATES,Mr WEBSTER,KXK,hofreps,4, when South Australia put no restriction upon the immigration of **aliens** into the Northern Territory,https://historichansard.net/hofreps/1911/19111219_reps_4_63/#subdebate-4-0-s3
1913-10-01,EXCISE TARIFF (SUGAR) BILL: Second Reading,Mr HIGGS,KHE,hofreps,5,I have to acknowledge receipt of your wire regarding the number of **aliens** employed in this (Cairns,https://historichansard.net/hofreps/1913/19131001_reps_5_71/#subdebate-18-0-s9
1913-10-07,EXCISE TARIFF (SUGAR) BILL: Third Reading,Mr FISHER,F4N,hofreps,5,"There are between 50,000 and 60,000 coloured **aliens** in Australia. ",https://historichansard.net/hofreps/1913/19131007_REPS_5_71/#subdebate-19-0-s4
1938-06-24,NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938,Senator A J McLACHLAN,KTR,senate,15, Mother Country allows to **aliens** all the benefits which it gives to its own people. ,https://historichansard.net/senate/1938/19380624_senate_15_156/#debate-5-s62
1938-06-24,NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938,Senator LYNCH,KRZ,senate,15," equivalent to the combined populations of eight or ten European countries to-day. Et"" **aliens** arc shut out",https://historichansard.net/senate/1938/19380624_senate_15_156/#debate-5-s58
1938-06-24,NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938,Senator McLEAY,KUA,senate,15, mentioned contribute to the taxes of this country; so do those **aliens** who have established a,https://historichansard.net/senate/1938/19380624_senate_15_156/#debate-5-s52
1938-06-24,NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938,Senator DUNCAN-HUGHES,JY7,senate,15, unnaturalized **aliens** would free their employers from the payment of contributions and thus cheapen the,https://historichansard.net/senate/1938/19380624_senate_15_156/#debate-5-s49
1938-06-24,NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938,Senator GRANT,KMK,senate,15," inquiries about the position of **aliens** in national insurance schemes, and was informed that they were",https://historichansard.net/senate/1938/19380624_senate_15_156/#debate-5-s47
1938-06-24,NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938,Senator JAMES McLACHLAN,KTX,senate,15," employers had to pay the contribution of1s. 6d. a week in respect of all **aliens** employed by them, and",https://historichansard.net/senate/1938/19380624_senate_15_156/#debate-5-s44
1940-12-03,QUESTION: INTERNMENT APPEAL TRIBUNALS,Mr WARD,KX7,hofreps,16, liberty? Can the Minister for the Army say whether the Government considers that **aliens** in the,https://historichansard.net/hofreps/1940/19401203_reps_16_165/#subdebate-18-0-s2
1940-12-10,ESTIMATES 1940-41,Mr ANTHONY,JLZ,hofreps,16, **aliens** in Sydney to realize the preparations made for securing and transmitting vital information to,https://historichansard.net/hofreps/1940/19401210_reps_16_165/#debate-55-s32
1938-06-01,QUESTION: CUSTOMS TARIFF 1938,Senator COLLINGS,K7P,senate,15, bring **aliens** to these shores to do jobs for which unemployed Australians are available. 1 should,https://historichansard.net/senate/1938/19380601_senate_15_156/#subdebate-18-0-s0
1939-06-15,"ALIENS REGISTRATION BILL "" 1938: Second Reading",Mr PERKINS,KXY,hofreps,15," been hard to follow, but its general tone shows that the House agrees that **aliens** should be",https://historichansard.net/hofreps/1939/19390615_reps_15_160/#subdebate-31-0-s2
1939-06-08,DISTRIBUTION STATEMENT: European Refugees: Conditions of Employment,Mr Perkins,KXY,hofreps,15,Investigations into the employment of **aliens** generally have been in progress inMelbourne for some,https://historichansard.net/hofreps/1939/19390608_reps_15_160/#subdebate-27-1-s1
1938-10-05,QUESTION: ALIEN IMMIGRATION,Mr McEWEN,009MB,hofreps,15," system of registration for **aliens**. The subject is still under consideration, but a statement upon",https://historichansard.net/hofreps/1938/19381005_reps_15_157/#subdebate-11-0-s1
1938-09-22,QUESTION: REGISTRATION. OF ALIENS,Mr McEWEN,009MB,hofreps,15," for the registration of **aliens**. The Government still intends to do this, but"" I am unable to",https://historichansard.net/hofreps/1938/19380922_reps_15_157/#subdebate-4-0-s1
1938-09-22,QUESTION: REGISTRATION. OF ALIENS,Mr NOCK,K4X,hofreps,15, registration of the names and addresses of **aliens** within Australia? ,https://historichansard.net/hofreps/1938/19380922_reps_15_157/#subdebate-4-0-s0
1938-09-21,QUESTION: IMMIGRATION,Mr McEWEN,009MB,hofreps,15, there shall be no discrimination . as between nations in regard to the immigration of white **aliens**,https://historichansard.net/hofreps/1938/19380921_reps_15_157/#subdebate-25-0-s1
1939-11-17,MINISTERIAL STATEMENT,Mr BLACKBURN,JPN,hofreps,15, Australia. I commend the Government for its tolerance towards  such  **aliens**; it is examining the,https://historichansard.net/hofreps/1939/19391117_reps_15_162/#debate-27-s6
1939-09-15,ANSWERS TO QUESTIONS: Australian Commonwealth Line or Steamers,Mr Street,KVN,hofreps,15," South Wales police interned certain **aliens**, who were released under institutions from the federal",https://historichansard.net/hofreps/1939/19390915_reps_15_161/#subdebate-46-1-s6
1939-09-15,QUESTION: ADMISSION OF ALIENS,Mr PERKINS,KXY,hofreps,15," period of the war. AsI pointed out the other day, the arrivals of other **aliens** will be restricted owing",https://historichansard.net/hofreps/1939/19390915_reps_15_161/#subdebate-35-0-s1
1940-11-28,QUESTION: IDENTITY OF INTERNEES,Mr WARD,KX7,hofreps,16," enemy **aliens**, no such suppression is considered to be necessary, as instanced by the publication of",https://historichansard.net/hofreps/1940/19401128_reps_16_165/#subdebate-4-0-s2
1940-12-04,ANSWERS TO QUESTIONS: Internment Regulations : Informers,Mr Spender,KUG,hofreps,16, enemy **aliens** will now be able to appeal against their internment to special tribunals which were,https://historichansard.net/hofreps/1940/19401204_reps_16_165/#subdebate-30-1-s1
1941-06-24,SUPPLY BILL (No. 1). 1941-42;: Second Reading,Mr BLACKBURN,JPN,hofreps,16," section 16 of the act. except possibly as to **aliens**, and I 'believe even as to them, should he swept",https://historichansard.net/hofreps/1941/19410624_reps_16_167/#subdebate-32-0-s9
1941-07-03,COMMISSION'S FOR ALIENS: Motion to Disallow Regulations,Mr HUTCHINSON,KIX,hofreps,16, that the commissioning of **aliens** in our armed forces would not bc acceptable to our soldiers. A,https://historichansard.net/hofreps/1941/19410703_reps_16_167/#subdebate-40-0-s1
1941-07-03,INTERNMENT APPEAL TRIBUNALS: Motion to Disallow Regulations,Mr WARD,KX7,hofreps,16, every case. Enemy **aliens** have been released without the consent of the properly constituted tribunals,https://historichansard.net/hofreps/1941/19410703_reps_16_167/#subdebate-31-0-s3
1941-08-22,SUPPLY BILL (No. 2) 1941-42: Second Reading,Mr CALWELL,BV8,hofreps,16, not enemy **aliens**; they are Australians. A returned soldier from my electorate has been interned. He,https://historichansard.net/hofreps/1941/19410822_reps_16_168/#subdebate-12-0-s0
1937-09-10,QUESTION: ALIEN IMMIGRATION,Mr BAKER,JNP,hofreps,14," the continued influx of **aliens** into Australia, will the Minister say whether he has read a statement",https://historichansard.net/hofreps/1937/19370910_reps_14_154/#subdebate-12-0-s0
1937-08-25,QUESTION: MIGRATION,Mr PATERSON,KXT,hofreps,14,"For the last two financial years, 1935-36 and 1936-37, the net influx of white **aliens** has been",https://historichansard.net/hofreps/1937/19370825_reps_14_154/#subdebate-5-0-s0
1937-09-14,DAIRY PRODUCE EXPORT CONTROL BILL 1937: Second Reading,Mr THORBY,KWC,hofreps,14,"Under these conditions, unnaturalized **aliens** are entitled under the existing law to enrolment, and",https://historichansard.net/hofreps/1937/19370914_reps_14_154/#subdebate-39-0-s0
1937-08-31,ANSWERS TO QUESTIONS: Migration,Mr E J HARRISON,KNX,hofreps,14,Excess of arrivals over departures of white **aliens** during the last three years: - ,https://historichansard.net/hofreps/1937/19370831_reps_14_154/#subdebate-25-1-s0
1937-08-27,DRIED FRUITS EXPORT CONTROL BILL 1937: Second Reading,Senator Sir GEORGE PEARCE,K0F,senate,14,", but in the dried fruits industry many more unnaturalized **aliens** are engaged than in dairying. The",https://historichansard.net/senate/1937/19370827_senate_14_154/#subdebate-13-0-s0
1939-09-07,NATIONAL SECURITY BILL 1939: Second Reading,Mr MENZIES,N76,hofreps,15, propounded a series of regulations under the Defence Act relating to the control of **aliens**,https://historichansard.net/hofreps/1939/19390907_reps_15_161/#subdebate-32-0-s0
1939-09-08,NATIONAL SECURITY BILL 1989: Second Reading,Senator ALLAN MacDONALD,KS7,senate,15," issued in regard to public safety, shipping, aircraft, essential supplies, **aliens**, passports, financial",https://historichansard.net/senate/1939/19390908_senate_15_161/#subdebate-11-0-s8
1939-09-08,NATIONAL SECURITY BILL 1989: Second Reading,Senator AMOUR,JZH,senate,15,"The Government proposes to take action to control **aliens**, and to that end it will employ these men",https://historichansard.net/senate/1939/19390908_senate_15_161/#subdebate-11-0-s5
1939-09-08,QUESTION: INTERNMENT OF ALIENS,Mr PERKINS,KXY,hofreps,15," understand that, apart from enemy **aliens**, the work is going on as usual. ",https://historichansard.net/hofreps/1939/19390908_reps_15_161/#subdebate-10-0-s3
1934-07-12,ADJOURNMENT,Mr NELSON,JVT,hofreps,13, in Australia to ascertain the wages paid by the shipowners to these **aliens**. The captain of a vessel,https://historichansard.net/hofreps/1934/19340712_reps_13_144/#debate-31-s4
1934-07-12,QUESTION: CANBERRA TRANSPORT SERVICE,Mr NELSON,JVT,hofreps,13, the displacement of white Australians by prohibited **aliens**. No government would tolerate action of,https://historichansard.net/hofreps/1934/19340712_reps_13_144/#subdebate-22-0-s2
1935-04-09,IMMIGRATION BILL 1935: Second Reading,Senator RAE,K1Z,senate,14," immediately. But there is no imminent danger of an influx of **aliens**, for the simple reasons that",https://historichansard.net/senate/1935/19350409_senate_14_146/#subdebate-18-0-s10
1926-02-03,QUESTION: AUSTRALIANS IN SPAIN,Senator PEARCE,K0F,senate,10,All persons other than Spanish nationals would be treated as **aliens** in Spain ; but the ' position,https://historichansard.net/senate/1926/19260203_senate_10_112/#subdebate-3-0-s1
1910-08-26,NORTHERN TERRITORY ACCEPTANCE BILL: Second Reading,Senator RAE,K1Z,senate,4," of leaving the Territory open to possible invasion by **aliens**, which has been uttered all over the",https://historichansard.net/senate/1910/19100826_senate_4_56/#subdebate-0-0-s5
1910-09-21,SUGAR BOUNTY BILL (No. 2): Second Reading,Mr HIGGS,KHE,hofreps,4, because other **aliens** may be treated in the same way as Kanakas. ,https://historichansard.net/hofreps/1910/19100921_reps_4_57/#subdebate-11-0-s0
1910-09-01,IMMIGRATION RESTRICTION BILL: Second Reading,Senator RAE,K1Z,senate,4," trying t&lt;&gt; evade the law. These are usually coloured' **aliens**, and they go at once to the haunts of",https://historichansard.net/senate/1910/19100901_SENATE_4_56/#subdebate-5-0-s3
1925-08-21,NATIONALITY BILL: Second Reading,Sir LITTLETON GROOM,KFK,hofreps,9,"At present through marriage they become **aliens**. That is the whole trouble. Naturally, the desire is",https://historichansard.net/hofreps/1925/19250821_reps_9_111/#subdebate-26-0-s9
1925-07-14,IMMIGRATION BILL: Second Reading,Mr F FRANCIS,JWN,hofreps,9, threatened invasion of undesirable **aliens**. I contend that the character and morale of a people are the,https://historichansard.net/hofreps/1925/19250714_reps_9_110/#subdebate-23-0-s0
1910-08-25,SUGAR INDUSTRY,Mr G B EDWARDS,KDD,hofreps,4," restrictions from the employment of coloured **aliens** who are legally in our midst. They are here, and are",https://historichansard.net/hofreps/1910/19100825_reps_4_56/#debate-11-s3
1930-06-13,ADJOURNMENT,Mr MARTENS,KMZ,hofreps,12," British, the whole industry north of Townsville is practically in the hands of **aliens**. It was stated that",https://historichansard.net/hofreps/1930/19300613_reps_12_124/#debate-9-s0
1928-06-14,WAR PRECAUTIONS ACT REPEAL BILL: Second Reading,Senator NEEDHAM,JXJ,senate,10,I offer no opposition to the measure. During the war the War Precautions Act prevented **aliens** from,https://historichansard.net/senate/1928/19280614_senate_10_119/#subdebate-10-0-s1
1928-06-14,LOAN BILL (No. 1) 1928: Second Reading,Mr McGRATH,KRD,hofreps,10," already here is nonsense. A most undesirable class of **aliens** is coming to Australia, and further",https://historichansard.net/hofreps/1928/19280614_reps_10_119/#subdebate-45-0-s20
1927-11-24,"QUESTION: ESTIMATES,1927-28",Mr MAKIN,KLL,hofreps,10, important. We all know of the daring attempt that was made to smuggle undesirable **aliens** into Sydney,https://historichansard.net/hofreps/1927/19271124_reps_10_117/#subdebate-25-0-s49
1932-05-11,IMMIGRATION BILL: Second Reading,Mr ARCHDALE PARKHILL,KXQ,hofreps,13," undesirables, particularly **aliens** who, having gained admission to the country, afterwards become a",https://historichansard.net/hofreps/1932/19320511_reps_13_134/#subdebate-18-0-s0
1938-11-22,QUESTION: ALIEN IMMIGRATION,Mr SHEEHAN,KRE,hofreps,15,How does the Minister intend to stop **aliens** who come to Australia from going to those places? ,https://historichansard.net/hofreps/1938/19381122_reps_15_158/#subdebate-17-0-s5
1938-11-22,QUESTION: ALIEN IMMIGRATION,Mr BLAIN,JPT,hofreps,15, primary production by **aliens** ? ,https://historichansard.net/hofreps/1938/19381122_reps_15_158/#subdebate-17-0-s4
1938-11-22,ADJOURNMENT,Senator BROWN,K6P,senate,15, to compel **aliens** in Australia to become naturalized. The residence) qualification suggested by the,https://historichansard.net/senate/1938/19381122_senate_15_158/#debate-13-s10
1938-11-10,QUESTION: REGISTRATION OF ALIENS,Mr JENNINGS,KK7,hofreps,15," connexion with the registration of all **aliens** in the Commonwealth, be introduced this  session? ",https://historichansard.net/hofreps/1938/19381110_reps_15_157/#subdebate-12-0-s0
1938-11-09,QUESTION: ALIEN MIGRANTS,Mr McEWEN,009MB,hofreps,15, people with regard to the migration of **aliens** to Australia. It is with a knowledge that that,https://historichansard.net/hofreps/1938/19381109_reps_15_157/#subdebate-11-0-s1
1927-03-23,PEARL-SHELL OVERSEAS MARKETING BILL: Second Reading,Mr PATERSON,KXT,hofreps,10," licence, is granted to any person who is not a British subject, the object being to preclude **aliens** from",https://historichansard.net/hofreps/1927/19270323_reps_10_115/#subdebate-39-0-s0
1935-04-10,IMMIGRATION BILL 1935: Second Reading,Mr HUGHES,DQC,hofreps,14, Government has relied to exclude undesirable **aliens**. It now appears that the law has serious defects which,https://historichansard.net/hofreps/1935/19350410_reps_14_146/#subdebate-6-0-s0
1904-03-15,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Mr GROOM,KFK,hofreps,2," **aliens**, especially in the metropolis. ",https://historichansard.net/hofreps/1904/19040315_reps_2_18/#debate-11-s7
1904-06-07,CONCILIATION AND ARBITRATION BILL,Mr R EDWARDS,KDF,hofreps,2," coloured **aliens**, of whom many thousands have gone to Queensland, and are now finding employment on the",https://historichansard.net/hofreps/1904/19040607_reps_2_19/#debate-8-s2
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr KINGSTON,KEW,hofreps,2, **aliens** to white British subjects meansthe loss of the realization of the hopes rightly entertained by,https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s6
1903-06-17,SUGAR BONUS BILL,Mr EWING,KDR,hofreps,1, the result? At the end of 1907 we probably shall have as many coloured **aliens** working in Queensland,https://historichansard.net/hofreps/1903/19030617_reps_1_13/#debate-10-s8
1903-07-09,NATURALIZATION BILL,Senator CLEMONS,K6M,senate,1, that under the peculiar qualifications of the Queensland electoral law these coloured **aliens** will be,https://historichansard.net/senate/1903/19030709_senate_1_14/#debate-4-s6
