date,debate,speaker,speaker_id,house,parliament,context,speech_url
1924-09-25,DAIRY PRODUCE EXPORT CONTROL BILL: Second Reading,Senator REID,K2L,senate,9," found for **immigrants**, and land settlement generally will be stimulated. Once the butter industry is",https://historichansard.net/senate/1924/19240925_senate_9_109/#subdebate-8-0-s10
1923-08-10,"QUESTION: ESTIMATES, 1923-24",Mr PROWSE,KYI,hofreps,9, is going on in that State. The State Government is trying to effect the settlement of **immigrants** on,https://historichansard.net/hofreps/1923/19230810_reps_9_104/#subdebate-4-0-s109
1923-08-09,"QUESTION: BUDGET, 1923-24",Mr CHARLTON,JXA,hofreps,9, virile population. The trouble seems to be that we are not ready to receive **immigrants**. During the,https://historichansard.net/hofreps/1923/19230809_reps_9_104/#subdebate-19-0-s5
1923-07-18,QUESTION: ASSISTED IMMIGRATION,Mr MACKAY,KIT,hofreps,9,How many assisted **immigrants** arrived in the Commonwealth during the six months ending 30th June,https://historichansard.net/hofreps/1923/19230718_reps_9_103/#subdebate-9-0-s0
1922-09-21,IMMIGRATION OF INDIAN EX-SERVICE MAN,Mr HUGHES,DQC,hofreps,8," League, that **immigrants** were working for 15s. a week and their keep. ",https://historichansard.net/hofreps/1922/19220921_reps_8_100/#debate-4-s0
1922-09-20,SITUATION IN THE NEAR EAST: Honorable Senators . - No,Senator DE LARGIE,JU7,senate,8, danger? Frequent reference is made to the need of **immigrants** in Australia. The type of **immigrants** we,https://historichansard.net/senate/1922/19220920_senate_8_100/#subdebate-2-1-s6
1922-10-03,IRON AND STEEL PRODUCTS BOUNTY BILL: Second Reading,Senator NEWLANDS,JXV,senate,8, excellent work to enable the **immigrants** to go on the land after their arrival in Australia. The same,https://historichansard.net/senate/1922/19221003_senate_8_101/#subdebate-10-0-s6
1927-11-09,COMMONWEALTH GOVERNMENT SHIPPING ACTIVITIES: Report of Public Accounts Committee,Senator NEEDHAM,JXJ,senate,10,", conveyance of **immigrants**, and so on. Why cannot that assistance be given to the Line now, without",https://historichansard.net/senate/1927/19271109_senate_10_116/#subdebate-11-0-s0
1912-07-04,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS-IN-REPLY,Sir JOHN FORREST,KFJ,hofreps,4, Government spent in bringing **immigrants** to Australia ? Have they done anything whatever to induce,https://historichansard.net/hofreps/1912/19120704_reps_4_64/#subdebate-1-0-s4
1912-07-04,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS-IN-REPLY,Mr LAIRD SMITH,KTU,hofreps,4," special steamers to bring **immigrants** out. They will find their owncapital, and come of their own accord",https://historichansard.net/hofreps/1912/19120704_reps_4_64/#subdebate-1-0-s3
1912-07-03,GOVERNOR-GENERAL'S SPEECH: ADDRESS-IN-REPLY,Mr FAIRBAIRN,JYR,hofreps,4," to import 25,000 **immigrants** every year. That was a commonsense proposal, which should have commended",https://historichansard.net/hofreps/1912/19120703_reps_4_64/#debate-0-s1
1912-07-02,IMPORTED ARTISANS: Mr. Scullin. - Where?,Sir ROBERT BEST,JPC,hofreps,4," has also assisted in increasing the influx of oversea **immigrants**, is simply to play with words, and",https://historichansard.net/hofreps/1912/19120702_reps_4_64/#subdebate-0-0-s1
1911-12-20,APPROPRIATION BILL,Senator McDOUGALL,KTD,senate,4, absolutely incorrect so far as the shipbuilding trade is concerned. If **immigrants** are brought into this,https://historichansard.net/senate/1911/19111220_SENATE_4_63/#debate-5-s4
1911-12-19,QUESTION: ESTIMATES,Mr THOMAS,K8L,hofreps,4,That shows that **immigrants** are coming here - shall I say in spite of the fact that the Labour party,https://historichansard.net/hofreps/1911/19111219_reps_4_63/#subdebate-4-0-s34
1911-12-18,QUESTION: ESTIMATES,Mr THOMAS,K8L,hofreps,4, that the **immigrants** who shall come in the first place shall be as far as possible white British,https://historichansard.net/hofreps/1911/19111218_reps_4_63/#subdebate-12-0-s99
1912-06-19,GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY,Senator E J RUSSELL,K3E,senate,4," broadcast, it has been brought under the notice of local residents and **immigrants**, and yet the",https://historichansard.net/senate/1912/19120619_senate_4_64/#debate-10-s2
1913-09-26,QUESTION: BOY IMMIGRANTS,Senator MAUGHAN,KSU,senate,5,In regard to the recent arrival of several hundreds of boy **immigrants** in Australia : Will the,https://historichansard.net/senate/1913/19130926_senate_5_71/#subdebate-12-0-s0
1939-12-08,QUESTION: JEWISH SETTLEMENT SCHEME,Senator E B JOHNSTON,KP8,senate,15,. Steenberg's  proposal for the establishment of a settlement for Jewish **immigrants** in the Kimberley district,https://historichansard.net/senate/1939/19391208_senate_15_162/#subdebate-0-0-s0
1909-11-24,CONSTITUTION ALTERATION (FINANCE) BILL: Second Reading,Senator TURLEY,K8W,senate,3, Governments to institute immigration systems which will bring about such an influx of **immigrants** as may,https://historichansard.net/senate/1909/19091124_senate_3_54/#subdebate-11-0-s5
1909-11-24,CONSTITUTION ALTERATION (FINANCE) BILL: Second Reading,The PRESIDENT,10000,senate,3," of the introduction of huge numbers of people as **immigrants**, for that is also a part of the policy",https://historichansard.net/senate/1909/19091124_senate_3_54/#subdebate-11-0-s1
1909-11-24,CONSTITUTION ALTERATION (FINANCE) BILL: Second Reading,Senator STEWART,K7D,senate,3,And because of her legislation New Zealand has been flooded with **immigrants**. ,https://historichansard.net/senate/1909/19091124_senate_3_54/#subdebate-11-0-s0
1910-07-08,GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY,Mr CHARLTON,JXA,hofreps,4, immigration - to settle **immigrants** on the land - when such exorbitant prices have to be paid ? ,https://historichansard.net/hofreps/1910/19100708_reps_4_55/#debate-12-s4
1910-07-07,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr MASSY-GREENE,KNF,hofreps,4," means whereby it is possible to place on the land new settlers and **immigrants**, whom we all desire to",https://historichansard.net/hofreps/1910/19100707_reps_4_55/#subdebate-13-0-s7
1910-07-07,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr PALMER,KXP,hofreps,4," encouraging an influx of suitable **immigrants** to the Commonwealth, in order more effectually to develop its",https://historichansard.net/hofreps/1910/19100707_reps_4_55/#subdebate-13-0-s5
1910-07-06,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY,Senator MILLEN,KUL,senate,4, down to this - that the only kind of **immigrants** they are prepared to welcome to Australia are those,https://historichansard.net/senate/1910/19100706_SENATE_4_55/#subdebate-15-0-s0
1909-12-06,QUESTION: ESTIMATES,Mr TUDOR,KWL,hofreps,3," Chinese **immigrants** rejected on naturalization papers, and the number admitted on certificates of",https://historichansard.net/hofreps/1909/19091206_reps_3_54/#subdebate-9-0-s0
1909-12-03,NORTHERN TERRITORY ACCEPTANCE BILL: Second Reading,Senator MULCAHY,KVD,senate,3," are we to people the Northern Territory unless we invite **immigrants** to come there? We have, therefore",https://historichansard.net/senate/1909/19091203_senate_3_54/#subdebate-6-0-s10
1910-11-16,NORTHERN TERRITORY (ADMINISTRATION) BILL: Second Reading,Sir JOHN FORREST,KFJ,hofreps,4, **immigrants** and other intending settlers? If the people about here want more land - if they are crowded,https://historichansard.net/hofreps/1910/19101116_reps_4_59/#subdebate-18-0-s4
1910-11-16,DEFENCE BILL,Mr HUGHES,DQC,hofreps,4, suggested that the clause will operate with undue harshness in the case of **immigrants**. I fail to see,https://historichansard.net/hofreps/1910/19101116_reps_4_59/#debate-13-s6
1910-11-16,DEFENCE BILL,Mr RILEY,KYV,hofreps,4, Bill. During the first six months after their arrival in Australia many **immigrants** may be searching,https://historichansard.net/hofreps/1910/19101116_reps_4_59/#debate-13-s5
1910-11-15,EMIGRATION BILL: Second Reading,Senator McGREGOR,KTF,senate,4, could to prevent the influx of undesirable **immigrants** into this country. I am glad to say that nearly,https://historichansard.net/senate/1910/19101115_senate_4_59/#subdebate-9-0-s0
1936-05-08,SUPPLY BILL (No. 1) 1936-37,Mr SCULLIN,F4Q,hofreps,14," Australia with the object of attracting **immigrants** and capital, and have more or less overlooked",https://historichansard.net/hofreps/1936/19360508_reps_14_150/#debate-22-s2
1936-11-04,QUESTION: ESTIMATES 1936-37,Mr FROST,JXL,hofreps,14,I admit that information made available a few years ago for the purpose of inducing **immigrants** to,https://historichansard.net/hofreps/1936/19361104_reps_14_152/#subdebate-14-0-s29
1936-10-29,ANSWERS TO QUESTIONS: Migration,Mr Blain,JPT,hofreps,14,Whether the Commonwealth Investigation Branch asks all foreign **immigrants** - (a) Whether they have,https://historichansard.net/hofreps/1936/19361029_reps_14_152/#subdebate-13-4-s2
1939-06-15,SUPPLY BILL (No. 1) 1939-40,Mr GREEN,KF9,hofreps,15," opposition to this proposal is far stronger than if the **immigrants** were of the Nordic race, and came from",https://historichansard.net/hofreps/1939/19390615_reps_15_160/#debate-26-s20
1980-12-04,CHRISTMAS ISLAND AMENDMENT BILL 1980: Second Reading,Mr BRADFIELD,JRU,hofreps,32, were not born in this country. We all appreciate that these **immigrants** have contributed greatly to the,https://historichansard.net/hofreps/1980/19801204_reps_32_hor120/#subdebate-76-0-s5
1980-12-04,CHRISTMAS ISLAND AMENDMENT BILL 1980: Second Reading,Mr Leo McLeay,4I4,hofreps,32," country concerning illegal **immigrants**, but I do not see why those illegal **immigrants** should have been",https://historichansard.net/hofreps/1980/19801204_reps_32_hor120/#subdebate-76-0-s4
1938-10-05,QUESTION: ESTIMATES AND BUDGET PAPERS 1938-39,Senator WILSON,KBH,senate,15, get the best type of **immigrants**. ,https://historichansard.net/senate/1938/19381005_senate_15_157/#subdebate-7-0-s3
1938-06-29,INDUSTRIALISTS MUST KNOW THE FACTS,Mr POLLARD,KYC,hofreps,15, should urge that **immigrants** should be brought from overseas. The immigration policy of the Government is,https://historichansard.net/hofreps/1938/19380629_reps_15_156/#debate-35-s1
1941-11-13,BUDGET 1941-42 (REVISED): In Committee of Supply:,Mr McLEOD,KSD,hofreps,16," **immigrants** and our own people must be settled on suitable land, but not in the way it was done after",https://historichansard.net/hofreps/1941/19411113_reps_16_169/#subdebate-30-0-s12
1937-09-10,QUESTION: ALIEN IMMIGRATION,Mr BAKER,JNP,hofreps,14, alien **immigrants** who possess no means? Will the Minister explain what is the reason for the mystery,https://historichansard.net/hofreps/1937/19370910_reps_14_154/#subdebate-12-0-s0
1937-08-26,QUESTION: MIGRATION,Mr MULCAHY,JVJ,hofreps,14, Richmond  (Mr. R. Green)  against certain alien **immigrants** who recently arrived in Australia? Will he,https://historichansard.net/hofreps/1937/19370826_reps_14_154/#subdebate-4-0-s0
1937-08-25,QUESTION: MIGRATION,Mr PATERSON,KXT,hofreps,14," Commonwealth, or State Governments to such **immigrants**. Further, every white alien not guaranteed",https://historichansard.net/hofreps/1937/19370825_reps_14_154/#subdebate-5-0-s0
1937-07-01,ANSWERS TO QUESTIONS: Immigration Restriction Act: Case of Lum Rot,Mr Rosevear,L08,hofreps,14,", of the Customs Department, found a number of prohibited **immigrants**' on Lum Hoy's property in his",https://historichansard.net/hofreps/1937/19370701_reps_14_153/#subdebate-36-6-s0
