id,date,kwic,before,after
19420325_senate_16_170.xml,1942-03-25,induce the Federal Government to intern all enemy aliens at once. ,Government|to|intern|all|enemy,al|Government|to|intern|all
19420325_senate_16_170.xml,1942-03-25, such an organization could be developed by enemy aliens. Naturalized enemy aliens often have better oppor,could|be|developed|by|enemy,Naturalized|enemy|aliens|often|have
19420325_senate_16_170.xml,1942-03-25,d be developed by enemy aliens. Naturalized enemy aliens often have better opportunities to do damage than,by|enemy|aliens|Naturalized|enemy,often|have|better|opportunities|to
19420325_senate_16_170.xml,1942-03-25,ter opportunities to do damage than unnaturalized aliens. I ask the Government to do all that it can to sp,to|do|damage|than|unnaturalized,I|ask|the|Government|to
19420325_senate_16_170.xml,1942-03-25,"ttention of the Senate to the activities of enemy aliens in this country. An enemy alien can, if be so des",to|the|activities|of|enemy,in|this|country|An|enemy
19420325_senate_16_170.xml,1942-03-25,"ories, flats or -Iia res in companies. Many enemy aliens in that way are doing their best to sabotage our ",res|in|companies|Many|enemy,in|that|way|are|doing
19420325_senate_16_170.xml,1942-03-25,o issue immediately regulations prohibiting enemy aliens from possessing property in this country. ,issue|immediately|regulations|prohibiting|enemy,aliens|from|possessing|property|in
19420325_senate_16_170.xml,1942-03-25,"her matter associated with the treatment of enemy aliens was referred to me in the early days of the war, ",with|the|treatment|of|enemy,was|referred|to|me|in
19420325_senate_16_170.xml,1942-03-25,"e heard, strings are frequently pulled. Two enemy aliens who were released from an internment camp last Ja",are|frequently|pulled|Two|enemy,who|were|released|from|an
19420325_senate_16_170.xml,1942-03-25," fifth columnists, to obtain the release of these aliens. 1 recognize that there must be a distinction bet",obtain|the|release|of|these,1|recognize|that|there|must
19420325_senate_16_170.xml,1942-03-25,"r this evening I mentioned the names of two enemy aliens in connexion with another matter, and I now wish ",the|names|of|two|enemy,in|connexion|with|another|matter
19420325_senate_16_170.xml,1942-03-25,,,
19420325_senate_16_170.xml,1942-03-25,"ve been refused, even in the -case of naturalized aliens. Neither is it correct that interned enemy aliens",in|the|case|of|naturalized,Neither|is|it|correct|that
19420325_senate_16_170.xml,1942-03-25,"aliens. Neither is it correct that interned enemy aliens can give a power of attorney to their wives, and ",it|correct|that|interned|enemy,can|give|a|power|of
19661011_reps_25_hor53.xml,1966-10-11,"his decision, and is the choice also available to aliens? Because of the great national importance of this",the|choice|also|available|to,Because|of|the|great|national
19661011_reps_25_hor53.xml,1966-10-11," found himself included in the call up. So far as aliens are concerned, they have the same choice in this ",call|up|So|far|as,are|concerned|they|have|the
19490224_reps_18_201.xml,1949-02-24,"ommodation. We insist upon that in respect of all aliens, except those who come here under the displaced p",that|in|respect|of|all,except|those|who|come|here
19490224_reps_18_201.xml,1949-02-24,ling apply to Australian citizens only and not to aliens? ,citizens|only|and|not|to,ly|to|Australian|citizens|only
19040707_reps_2_20.xml,1904-07-07,n relation to the granting of permits to coloured aliens engaging in the pearling industry? ,granting|of|permits|to|coloured,oloured|aliens|engaging|in|the
19570514_reps_22_hor15.xml,1957-05-14,,,
19570514_reps_22_hor15.xml,1957-05-14,son is to establish beyond doubt residence of the aliens in Australia. We also register with the aliens th,beyond|doubt|residence|of|the,in|Australia|We|also|register
19570514_reps_22_hor15.xml,1957-05-14,he aliens in Australia. We also register with the aliens those who were aliens at the time of the registra,We|also|register|with|the,those|who|were|aliens|at
19570514_reps_22_hor15.xml,1957-05-14,. We also register with the aliens those who were aliens at the time of the registration of the British su,the|aliens|those|who|were,at|the|time|of|the
19570514_reps_22_hor15.xml,1957-05-14," intervening period. If we did not do this, those aliens who were naturalized would avoid having to regist",did|not|do|this|those,who|were|naturalized|would|avoid
19570514_reps_22_hor15.xml,1957-05-14,"in the intervening twelve months to register with aliens in the same age group. Incidentally, we still hav",twelve|months|to|register|with,in|the|same|age|group
19570514_reps_22_hor15.xml,1957-05-14," group. Incidentally, we still have not called up aliens, but we are now at an advanced stage of our negot",still|have|not|called|up,but|we|are|now|at
19421007_reps_16_172.xml,1942-10-07," in the eyes of other dominions, to the status of aliens, and we in turn can treat the peoples of our sist",dominions|to|the|status|of,and|we|in|turn|can
19421007_reps_16_172.xml,1942-10-07, can treat the peoples of our sister dominions as aliens. ,of|our|sister|dominions|as,at|the|peoples|of|our
19121122_senate_4_68.xml,1912-11-22,"considerable weight in this, and as the number of aliens who hold Board of Trade certificates as masters, ",and|as|the|number|of,who|hold|Board|of|Trade
19381006_reps_15_157.xml,1938-10-06,to see good Australians deprived of employment by aliens who are prepared to accept conditions which Austr,Australians|deprived|of|employment|by,who|are|prepared|to|accept
19381006_reps_15_157.xml,1938-10-06,er instance of the startling breaches by European aliens against conditions which are enjoyed under our aw,the|startling|breaches|by|European,against|conditions|which|are|enjoyed
19381006_reps_15_157.xml,1938-10-06,ts with its present policy. Undoubtedly there are aliens who are undermining Australian standards of livin,present|policy|Undoubtedly|there|are,who|are|undermining|Australian|standards
19420903_reps_16_172.xml,1942-09-03," up for military service? Is it also a fact, that aliens, friendly or otherwise, who are called up for ser",it|also|a|fact|that,friendly|or|otherwise|who|are
19490927_reps_18_204.xml,1949-09-27,"y a decree of the Commonwealth, all land, whether aliens ted or not, should be taken out of the control of",the|Commonwealth|all|land|whether,ted|or|not|should|be
19381130_senate_15_158.xml,1938-11-30,"go, is now dominated by boats manned and owned by aliens. It is futile to expect Australians engaged in pe",boats|manned|and|owned|by,It|is|futile|to|expect
19790503_senate_31_s81.xml,1979-05-03,Aliens and Gods- Iceland ,Aliens|and|Gods|Iceland,Aliens|and|Gods|Iceland
19430304_reps_16_173.xml,1943-03-04, Victoria has disclosed evasion of taxation among aliens. The honorable member's suggestion will be borne ,disclosed|evasion|of|taxation|among,The|honorable|member|s|suggestion
19160914_senate_6_79.xml,1916-09-14,ontrol of Patriotic Funds - War Precautions Act : Aliens - Division of Ministerial Duties - Pay of Instruc,Patriotic|Funds|War|Precautions|Act,Division|of|Ministerial|Duties|Pay
19160914_senate_6_79.xml,1916-09-14," 6th September, 1916, deals with the exemption of aliens .from the regulations, and from it I quote the fo",deals|with|the|exemption|of,from|the|regulations|and|from
19160914_senate_6_79.xml,1916-09-14," 1616, additions and amendments. ",1616|additions|and|amendments,1616|additions|and|amendments
19160914_senate_6_79.xml,1916-09-14,of these regu,of|these|regu,of|these|regu
19160914_senate_6_79.xml,1916-09-14,All aliens exempted by the Minister or ,exempted|by|the|Minister|or,All|aliens|exempted|by|the
19160914_senate_6_79.xml,1916-09-14,,,
19160914_senate_6_79.xml,1916-09-14,"be so much objection if the paragraph read, "" All aliens exempted by the Minister and Secretary, &c."" ",if|the|paragraph|read|All,iens|exempted|by|the|Minister
19340712_reps_13_144.xml,1934-07-12,he honorable gentleman sanction the employment of aliens ? ,gentleman|sanction|the|employment|of,ble|gentleman|sanction|the|employment
19030731_reps_1_15.xml,1903-07-31,"hat our people elect nine members. But the 16,000 aliens residing in Queensland have been deducted from th",members|But|the|16|000,residing|in|Queensland|have|been
19030731_reps_1_15.xml,1903-07-31,"ulation of that State, whereas the 7,000 coloured aliens residing in Victoria have been included in its po",whereas|the|7|000|coloured,residing|in|Victoria|have|been
19030731_reps_1_15.xml,1903-07-31,"ueensland. I understand that in Victoria coloured aliens who have become naturalized can, under the Electo",understand|that|in|Victoria|coloured,who|have|become|naturalized|can
19030731_reps_1_15.xml,1903-07-31,"iled themselves of the privilege, the whole 7,000 aliens have been counted, because they ore entitled to a",privilege|the|whole|7|000,have|been|counted|because|they
19030731_reps_1_15.xml,1903-07-31,,,
19030731_reps_1_15.xml,1903-07-31,,,
19030731_reps_1_15.xml,1903-07-31,ensland we find that Europeans and North American aliens are entitled to be naturalized under certain cond,that|Europeans|and|North|American,are|entitled|to|be|naturalized
19030731_reps_1_15.xml,1903-07-31,"ertain conditions, but that Asiastics and African aliens, in order to become naturalized, have also to be ",but|that|Asiastics|and|African,in|order|to|become|naturalized
19030731_reps_1_15.xml,1903-07-31,"ed within the State. Therefore, by the Queensland Aliens Act, Chinese, Indians, and others who may be natu",State|Therefore|by|the|Queensland,Act|Chinese|Indians|and|others
19030731_reps_1_15.xml,1903-07-31,"vision is made for their naturalization under the Aliens Act of Queensland, and that they cannot therefore",for|their|naturalization|under|the,Act|of|Queensland|and|that
19030731_reps_1_15.xml,1903-07-31,", have been included. That number of the coloured aliens is made up for the year 1901 of 11,263 Chinese, 4",That|number|of|the|coloured,is|made|up|for|the
19030731_reps_1_15.xml,1903-07-31,"e the only objection to the inclusion of coloured aliens, clergymen should also be excluded from the count",to|the|inclusion|of|coloured,clergymen|should|also|be|excluded
19030731_reps_1_15.xml,1903-07-31,"f Victoria is entitled to have her 7,000 coloured aliens included in the count because 69 of them are natu",have|her|7|000|coloured,included|in|the|count|because
19030731_reps_1_15.xml,1903-07-31,"the rolls, then we claim that the 18,038 coloured aliens of Queensland should also be included in the coun",that|the|18|038|coloured,of|Queensland|should|also|be
19030731_reps_1_15.xml,1903-07-31,s voters. That is our contention. If the coloured aliens of New South Wales are to be taken into account f,our|contention|If|the|coloured,of|New|South|Wales|are
19030731_reps_1_15.xml,1903-07-31,"es should certainly be denied it. If the coloured aliens of Queensland are excluded from our count, we sha",denied|it|If|the|coloured,of|Queensland|are|excluded|from
19030731_reps_1_15.xml,1903-07-31,"o the existence of a population of 7,000 coloured aliens in the State. On the other hand, no account has b",population|of|7|000|coloured,in|the|State|On|the
19030731_reps_1_15.xml,1903-07-31,"count has been taken of the thousands of coloured aliens in Queensland, with the result that she will be d",of|the|thousands|of|coloured,in|Queensland|with|the|result
19030731_reps_1_15.xml,1903-07-31," of the States, and their operation in respect to aliens and other members of the community. There is % si",their|operation|in|respect|to,and|other|members|of|the
19030731_reps_1_15.xml,1903-07-31,"t December, 1902. It is true that if the coloured aliens had been reckoned in the population on the 30th J",true|that|if|the|coloured,had|been|reckoned|in|the
19030731_reps_1_15.xml,1903-07-31,"es having affected the quota. The 18,038 coloured aliens excluded from the population of -Queensland at th",quota|The|18|038|coloured,excluded|from|the|population|of
19030731_reps_1_15.xml,1903-07-31,"atives of India, 833, a total of 18,038. Coloured aliens were not excluded from the populations of Victori",total|of|18|038|Coloured,were|not|excluded|from|the
19030731_reps_1_15.xml,1903-07-31,matter is now being investigated. If the coloured aliens had not been included in the populations of Victo,being|investigated|If|the|coloured,had|not|been|included|in
19030731_reps_1_15.xml,1903-07-31,"of the other Asiatic races, it is provided by the Aliens Act, passed in 18(>7, that upon the conditions th",it|is|provided|by|the,Act|passed|in|18|7
19030731_reps_1_15.xml,1903-07-31,"n a different footing. Unlike Asiatic and African aliens, their existence receives no special recognition ",footing|Unlike|Asiatic|and|African,their|existence|receives|no|special
19030731_reps_1_15.xml,1903-07-31,"xistence receives no special recognition from the Aliens Act, which contains no provision for their natura",no|special|recognition|from|the,Act|which|contains|no|provision
19030731_reps_1_15.xml,1903-07-31,"ities than attach to Frenchmen, Germans, or other aliens. No disqualifications apply to those who are natu",to|Frenchmen|Germans|or|other,No|disqualifications|apply|to|those
19420305_senate_16_170.xml,1942-03-05,ty of urging the Federal Government to intern all aliens? ,Federal|Government|to|intern|all,ging|the|Federal|Government|to
19660914_reps_25_hor52.xml,1966-09-14,the first time in our history we have to take the aliens who come to this country and who are not naturali,we|have|to|take|the,who|come|to|this|country
19440330_reps_17_178.xml,1944-03-30,"t prisoners of war and internees, including enemy aliens, will be permitted to remain in Australia after t",war|and|internees|including|enemy,will|be|permitted|to|remain
19440330_reps_17_178.xml,1944-03-30,"al provisions enacted. Latterly, however, certain aliens have been admitted to the forces, and as  it  is ",provisions|enacted|Latterly|however|certain,have|been|admitted|to|the
19010904_reps_1_4.xml,1901-09-04,"have a similar provision which prevents, coloured aliens from taking out miners' rights for gold-fields. T",similar|provision|which|prevents|coloured,from|taking|out|miners|rights
19010904_reps_1_4.xml,1901-09-04,"not discussing the question of the immigration of aliens, but we are discussing the question of contracts ",question|of|the|immigration|of,but|we|are|discussing|the
19600920_reps_23_hor28.xml,1960-09-20,,,
19600920_reps_23_hor28.xml,1960-09-20,,,
19600920_reps_23_hor28.xml,1960-09-20,"ated that up to 30th June, 1960, 215,622 eligible aliens have not applied for naturalization. Of these, ap",June|1960|215|622|eligible,have|not|applied|for|naturalization
19600920_reps_23_hor28.xml,1960-09-20,"heir responsible parents. The numbers of eligible aliens who have not applied for naturalization, in each ",parents|The|numbers|of|eligible,who|have|not|applied|for
19620307_senate_24_s21.xml,1962-03-07,Will all South Africans in Britain be regarded as aliens as from 31st May next? ,in|Britain|be|regarded|as,tain|be|regarded|as|aliens
19620307_senate_24_s21.xml,1962-03-07,"izens of some other Commonwealth country, will be aliens in respect of the United Kingdom and colonies fro",other|Commonwealth|country|will|be,in|respect|of|the|United
19620307_senate_24_s21.xml,1962-03-07,certain statutory disqualifications applicable to aliens so far as they affect offices or employment held ,certain|statutory|disqualifications|applicable|to,so|far|as|they|affect
19051026_senate_2_28.xml,1905-10-26,"ral Government may adopt to regulate the entry of aliens, they  cannot  acquiesce in a measure which makes",to|regulate|the|entry|of,they|cannot|acquiesce|in|a
19051026_senate_2_28.xml,1905-10-26,le senator contends that we have no right to keep aliens out of Australia? ,have|no|right|to|keep,we|have|no|right|to
19441201_senate_17_180.xml,1944-12-01,"ndertaking, or of the products of the industry to aliens, or for export. The commission being set up by vi",products|of|the|industry|to,or|for|export|The|commission
19670307_reps_26_hor54.xml,1967-03-07," estimated that as at 31st December 1966, 222,000 aliens over the age of sixteen years were eligible to ap",31st|December|1966|222|000,over|the|age|of|sixteen
19011119_reps_1_6.xml,1901-11-19,"h propose to incorporate another 350,000 coloured aliens. The Prime Minister indicated that we might have ",incorporate|another|350|000|coloured,The|Prime|Minister|indicated|that
19141028_senate_6_75.xml,1914-10-28,"pt with paragraph /, which applies to naturalized aliens. ",paragraph|which|applies|to|naturalized,paragraph|which|applies|to|naturalized
19031009_reps_1_17.xml,1903-10-09,"a motion relating to the introduction of coloured aliens in South Africa, which I should like to be dispos",to|the|introduction|of|coloured,in|South|Africa|which|I
19551019_reps_21_hor8.xml,1955-10-19, Investigation Service as well as selections from aliens' and immigration files. All that information was ,as|well|as|selections|from,and|immigration|files|All|that
19701001_reps_27_hor70.xml,1970-10-01,ch provisions can affect non-naturalise migrants (aliens) or migrants who have recently arrived in this co,can|affect|non|naturalise|migrants,or|migrants|who|have|recently
19701001_reps_27_hor70.xml,1970-10-01,citizenship throughnaturalisation normally places aliens on the same legal footing as Australianborn perso,citizenship|throughnaturalisation|normally|places,on|the|same|legal|footing
19701001_reps_27_hor70.xml,1970-10-01," is estimated that as at 31st March 1970, 209,680 aliens over the age of 16 years were residentially quali",31st|March|1970|209|680,over|the|age|of|16
19701001_reps_27_hor70.xml,1970-10-01,,,
19701001_reps_27_hor70.xml,1970-10-01,,,
19701001_reps_27_hor70.xml,1970-10-01,nse a further letter of invitation is sent to all aliens after they have completed6½ years residence in Au,invitation|is|sent|to|all,after|they|have|completed6½|years
19701001_reps_27_hor70.xml,1970-10-01,"example, in June 1969 provision was made to allow aliens to acquire citizenship after3 years residence if.",provision|was|made|to|allow,to|acquire|citizenship|after3|years
19121211_reps_4_69.xml,1912-12-11,ages? Do they desire to encourage the marriage of aliens with the white Australian population? If they do ,to|encourage|the|marriage|of,with|the|white|Australian|population
19121211_reps_4_69.xml,1912-12-11,"sion in the Sugar Bounties Act. A great number of aliens had been engaged in that industry, and a consider",Act|A|great|number|of,had|been|engaged|in|that
19430203_reps_16_173.xml,1943-02-03," land were serving in the fighting forces and the aliens, who had not volunteered for military service, an",the|fighting|forces|and|the,who|had|not|volunteered|for
19430203_reps_16_173.xml,1943-02-03," they express righteous indignation when they see aliens, many of whom are openly antagonistic to the Brit",righteous|indignation|when|they|see,many|of|whom|are|openly
19391121_senate_15_162.xml,1939-11-21,vulnerable points and internment camps. About 300 aliens have been interned in Australia. The policy of th,and|internment|camps|About|300,have|been|interned|in|Australia
19391121_senate_15_162.xml,1939-11-21, policy of the Government is to intern only those aliens actually suspected of activities likely to be pre,is|to|intern|only|those,actually|suspected|of|activities|likely
19391121_senate_15_162.xml,1939-11-21,ontrol) Regulations - Orders - ,ontrol|Regulations|Orders,ontrol|Regulations|Orders
19391121_senate_15_162.xml,1939-11-21,Aliens Embarkation. ,Aliens|Embarkation,Aliens|Embarkation
19391121_senate_15_162.xml,1939-11-21,Aliens Landing. ,Aliens|Landing,Aliens|Landing
19030715_reps_1_14.xml,1903-07-15,,,
19030715_reps_1_14.xml,1903-07-15,"ion . 127 of the Constitution. The other coloured aliens were included in the population of Victoria, as t",the|Constitution|The|other|coloured,were|included|in|the|population
19030715_reps_1_14.xml,1903-07-15," figures with respect to Victoria, where coloured aliens were included, us referred to in my reply to ques",respect|to|Victoria|where|coloured,were|included|us|referred|to
19030715_reps_1_14.xml,1903-07-15,"9,714 persons, of whom there were 18,038 coloured aliens excluded by State laws, leaving the total populat",there|were|18|038|coloured,excluded|by|State|laws|leaving
19260811_reps_10_114.xml,1926-08-11,e debarred from coming into the country under the Aliens Restriction Act. If they are allowed to enter as ,into|the|country|under|the,Restriction|Act|If|they|are
19030702_senate_1_14.xml,1903-07-02,se provisions apply only to European and American aliens. ,only|to|European|and|American,sions|apply|only|to|European
19441124_reps_17_180.xml,1944-11-24,ent Ownership of Interstate Airlines - Release of Aliens - Royal Australian Air Force: Future Activities o,of|Interstate|Airlines|Release|of,Royal|Australian|Air|Force|Future
19441124_reps_17_180.xml,1944-11-24,ctor-General of Security has released a number of aliens - many of whom were originally interned as a prec,has|released|a|number|of,many|of|whom|were|originally
19380428_reps_15_155.xml,1938-04-28, that no provision exists for the registration of aliens so as to record their individual location and mov,exists|for|the|registration|of,so|as|to|record|their
19030703_senate_1_14.xml,1903-07-03, rights of citizenship or nationality to European aliens who have made Australia their home. I feel almost,citizenship|or|nationality|to|European,who|have|made|Australia|their
19030703_senate_1_14.xml,1903-07-03,und themselves once more reduced to the status of aliens. No matter how long such men may have lived in th,reduced|to|the|status|of,No|matter|how|long|such
19030703_senate_1_14.xml,1903-07-03, of this kind ; but it must not be forgotten that aliens are quite as much naturalized as are any other pe,must|not|be|forgotten|that,are|quite|as|much|naturalized
19030703_senate_1_14.xml,1903-07-03, this one short section from the South Australian Aliens Act of 1S64 - ,section|from|the|South|Australian,on|from|the|South|Australian
19030703_senate_1_14.xml,1903-07-03,knows that all that has been swept away long ago. Aliens can hold property without being naturalized. ,been|swept|away|long|ago,iens|can|hold|property|without
19030703_senate_1_14.xml,1903-07-03,,,
19030703_senate_1_14.xml,1903-07-03,"the event of there being a considerable number of aliens in Australia, our women could marry them, and sti",being|a|considerable|number|of,in|Australia|our|women|could
